id;value;description;award_date;student_id;teacher_id
1523;-3;Today Hervey Hawkins spoke disrespectfully to a professor.;2024-04-15;332;22
1524;-1;Today Dora Burke happened to be incredibly apathetic.;2023-11-18;705;88
1525;6;Five days ago Kathleen Watrous presented the spell.;2024-02-29;617;85
1526;-9;Today Whitney Errington continued to be remarkably unhelpful.;2024-04-04;362;39
1527;7;Today Lotty Smedley-Aston presented the problem.;2024-01-17;84;18
1528;3;Frances Nolan explained the subject with outstanding passion.;2024-05-09;951;61
1529;-2;Two days ago Sydney Pollard happened to be  unsupportive.;2024-06-30;787;31
1530;-2;Today Sandy Bollin released a Dungbomb in the Great Hall.;2023-12-19;999;66
1531;6;Victor Danson demonstrated noteworthy comprehension of the subject.;2024-05-08;779;49
1532;-1;Today Anne Lovett threw food during mealtime.;2023-12-25;813;33
1533;-2;Two days ago Davy Lovell remained insanely aggressive.;2023-11-22;682;93
1534;8;Gabe Lusher illustrated the topic with outstanding awareness.;2023-10-15;930;99
1535;-4;Today Claudia Marshall remained extremely inflexible.;2023-11-09;316;78
1536;5;A week ago Lydia Walters remained deeply nurturing.;2024-01-24;40;108
1537;-2;A week ago Sharla Ousey started being remarkably insensitive.;2023-09-15;497;0
1538;6;Four days ago Erin Mandeville explained the spell.;2024-04-03;137;58
1539;-4;Today Tiffany Adlington happened to be  demeaning.;2023-09-06;166;68
1540;11;Lee Dawsey expressed  knowledge.;2024-02-20;266;94
1541;6;Yesterday Wallace Petty answered the question appreciable comprehension.;2023-10-19;354;35
1542;2;Six days ago Benson Paxton gave a demonstration of appreciable capability of the concept.;2023-09-21;661;0
1543;-5;Today Nolan Chorlton spoke disrespectfully to a professor.;2023-10-13;326;37
1544;9;Three days ago Sanford Aldridge expressed great intuition of the spell.;2024-02-20;628;38
1545;-6;A week ago Eve Stubbs happened to be wildly critical.;2024-01-21;128;91
1546;4;Four days ago Dana Hawkins illustrated the subject matter.;2023-11-19;138;65
1547;10;Today Alberta Hancock gave a demonstration of noteworthy skills.;2024-02-28;297;99
1548;-6;Today Shania Teed threw food during mealtime.;2024-02-05;88;19
1549;1;Five days ago Wallace Petty gave a demonstration of outstanding awareness.;2023-12-21;354;6
1550;8;Two days ago Lindsay Hanchett happened to be deeply supportive.;2023-12-14;447;69
1551;5;Three days ago Lawrence Walmsley remained highly caring.;2024-04-15;177;42
1552;9;Today Julianne Cope answered the question noteworthy comprehension.;2023-10-02;654;33
1553;-3;Two days ago Rosaleen Glasscock continued to be insanely patronizing.;2024-03-08;596;72
1554;-14;Six days ago Wade Truman proved to be surprisingly negligent.;2023-10-22;561;50
1555;-12;Six days ago Garth Dodgson continued to be ridiculously inconsiderate.;2023-11-19;643;12
1556;-7;Four days ago Gunner Dearborn was caught in a restricted section without permission.;2023-12-28;112;45
1557;-8;Two days ago Mike Treweek remained slightly negligent.;2024-05-21;997;99
1558;1;Today Daenerys Hopkin discussed the subject.;2023-12-20;124;60
1559;-2;Four days ago Andy Healy happened to be exceptionally unhelpful.;2023-10-28;425;88
1560;7;A week ago Davis Catesby answered the question  passion of the subject.;2023-09-24;210;93
1561;2;Today Brenda Runcie answered the question  capability.;2023-09-05;635;72
1562;4;Today Jameson Skey continued to be hugely gentle.;2023-09-27;714;16
1563;-7;Lorna Ecclestone happened to be  cold.;2023-10-05;876;95
1564;5;A week ago Oscar Crockett presented the subject with outstanding knowledge.;2023-10-22;927;16
1565;-2;Myra Walpole caused a cauldron to explode in Potions.;2024-05-13;545;23
1566;4;Six days ago Skyler Tewksbury expressed prominent skills of the subject matter.;2023-09-13;480;19
1567;6;Two days ago Lauryn Spaulding happened to be remarkably friendly.;2024-01-21;711;94
1568;-4;Two days ago Mayola Guest was caught running in the corridors.;2024-04-06;336;27
1569;-6;Sam Pigram disrupted class with inappropriate joke.;2023-12-19;768;7
1570;-3;Six days ago Quentin Skilling threw food during mealtime.;2024-01-21;31;70
1571;10;Duncan Dickins illustrated the topic.;2023-09-14;495;94
1572;-1;Four days ago Cedric McAuley used a forbidden spell.;2024-02-07;655;17
1573;3;Yesterday Wilhelm Waterfield demonstrated notable knowledge of the concept.;2024-03-13;623;14
1574;-9;Hodierna Shipp started being insanely dismissive.;2023-09-07;519;41
1575;4;Kane Carey gave a demonstration of exceptional awareness of the problem.;2024-04-03;651;6
1576;5;Myrtle Allbrook gave a demonstration of extraordinary knowledge of the concept.;2023-10-29;407;42
1577;1;Tom Dunham started being profoundly understanding.;2024-05-11;559;50
1578;2;Anna Tozer happened to be wonderfully kind.;2024-03-26;733;109
1579;6;Today Montie Jemison expressed  capability.;2023-11-24;638;74
1580;-9;Three days ago Heidi Fry released a Dungbomb in the Great Hall.;2023-09-24;962;87
1581;-5;Yesterday Dave Deller continued to be totally aggressive.;2024-02-22;103;106
1582;7;Madelyn Aleshire happened to be remarkably thoughtful.;2023-10-14;437;23
1583;6;Today Darvin Branson discussed the problem with great capability.;2024-03-04;516;84
1584;11;Two days ago Trent Cordray discussed the problem with notable intuition.;2024-01-20;788;54
1585;8;A week ago Miriam Greenwood proved to be incredibly supportive.;2023-09-17;256;68
1586;1;Today Karyn Adkins remained extraordinarily nurturing.;2023-09-22;317;23
1587;-1;Today Maxine Hackman was wildly negligent.;2024-05-06;784;67
1588;-6;Six days ago Julianne Blight happened to be  disrespectful.;2024-04-28;718;81
1589;4;Three days ago Melanie Pritchard proved to be hugely wise.;2024-02-08;835;21
1590;-6;Abby Edwardson remained highly patronizing.;2024-03-28;295;97
1591;-4;Benson Paxton happened to be wildly unhelpful.;2023-09-28;661;99
1592;2;Yesterday Carissa Boothby started being extremely inspiring.;2024-03-07;798;84
1593;-1;Six days ago Jill Yeager disrupted class with inappropriate joke.;2023-10-22;558;26
1594;-6;Astrid Hardman used magic in the corridors between classes.;2023-10-20;42;93
1595;-6;Sutton Stockton was extremely intolerant.;2023-09-29;87;101
1596;1;Five days ago Davis Catesby gave a demonstration of outstanding skills of the subject matter.;2023-10-06;210;47
1597;7;Four days ago Eileen Gannis illustrated the subject.;2023-12-19;383;57
1598;-2;Today Marie Hallam failed to complete homework assignment.;2024-05-09;887;24
1599;4;Two days ago Hunter Ramsey explained the concept with extraordinary mastery.;2024-01-30;71;49
1600;-2;A week ago Ashton Warnock attempted to enter the Forbidden Forest.;2023-11-28;491;96
1601;4;Three days ago Maximilian Sanderson presented the topic with noteworthy mastery.;2023-10-19;805;68
1602;-2;Six days ago Kathleen Watrous proved to be notoriously harsh.;2024-06-26;617;18
1603;11;Three days ago Babette Fillingham discussed the subject matter with outstanding understanding.;2024-05-09;940;81
1604;-3;Sylvie Heywood was caught in a restricted section without permission.;2023-10-21;800;13
1605;13;Faith Bowden started being sincerely considerate.;2024-05-06;430;77
1606;-6;A week ago Tiffany Jourdain happened to be wildly apathetic.;2024-06-09;755;86
1607;-2;Four days ago Perry Banks arrived late to class.;2024-06-22;147;6
1608;-1;Cari Cantwell happened to be highly insensitive.;2024-02-27;631;89
1609;-3;Val Best happened to be excessively cold.;2023-12-08;376;30
1610;4;Frankie Burgess gave a demonstration of  passion of the concept.;2023-10-16;512;23
1611;7;Hope Vail answered the question great capability of the problem.;2023-11-03;81;7
1612;-7;Kim Glidewell was caught running in the corridors.;2024-02-15;288;107
1613;7;Today Kristy Parks explained the subject matter.;2024-03-24;665;106
1614;-2;Alyson Hatfield sent a cursed note to another student.;2024-01-22;119;104
1615;-9;Three days ago Emery McKenna remained shockingly aggressive.;2024-02-03;404;50
1616;-2;Today Miriam Greenwood started being entirely unapproachable.;2024-04-01;256;37
1617;-2;Ritchie Windley proved to be utterly dismissive.;2023-11-08;554;40
1618;4;Today Tyler Driver happened to be hugely kind.;2024-01-10;777;65
1619;1;Today Charley Lord explained the problem with exceptional comprehension.;2023-10-27;53;59
1620;-10;Ottilie Sailor happened to be exceptionally unhelpful.;2024-01-10;96;33
1621;-7;Today Claire Hancock remained particularly disrespectful.;2024-03-17;801;103
1622;2;Six days ago Kendrick Ford explained the concept.;2024-03-10;473;7
1623;-3;Five days ago Carol Anne Gibbons spoke disrespectfully to a professor.;2024-03-23;311;106
1624;-3;Three days ago Eliza Bromley-Davenport was very inflexible.;2024-02-03;543;8
1625;-2;Tyson Belchier started being slightly unfair.;2024-06-04;504;78
1626;6;Today Valmai Comstock started being sincerely fair.;2023-10-15;162;4
1627;-1;Yesterday Jayne Holt remained totally strict.;2024-02-12;724;56
1628;6;Steve Fowler explained the problem with notable passion.;2023-10-31;535;104
1629;1;Today Paris Tichenor remained exceptionally inspiring.;2023-11-27;356;18
1630;17;Six days ago Althea Worrall demonstrated outstanding skills.;2023-09-09;113;4
1631;-4;Three days ago Antonia Bailie continued to be slightly cold.;2024-02-19;340;98
1632;-3;Six days ago Petula Read was extremely negligent.;2024-05-16;915;56
1633;-9;Six days ago Mila Platt remained overly condescending.;2023-09-10;465;76
1634;-2;Today Frankie Morden happened to be unbelievably patronizing.;2024-04-18;148;61
1635;-4;Today Lillie Loates arrived late to class.;2023-09-23;33;62
1636;7;Today Deanna Watt was highly friendly.;2024-06-24;521;103
1637;-4;Five days ago Dana Hawkins was found wandering after curfew.;2024-04-18;138;19
1638;-11;Today Jameson Gusfield remained  rude.;2024-06-03;890;48
1639;3;A week ago Hodierna Shipp demonstrated extraordinary comprehension of the concept.;2023-11-04;519;34
1640;-2;Six days ago Hilary Masland happened to be very strict.;2024-05-27;634;52
1641;5;A week ago Humphrey Weatherwax proved to be hugely nurturing.;2024-06-11;29;64
1642;3;Six days ago Marie Hallam answered the question appreciable awareness.;2023-09-09;887;100
1643;4;Two days ago Murray Roy discussed the subject.;2023-12-30;333;6
1644;-4;Three days ago Arliss Jack continued to be highly cold.;2023-12-19;36;63
1645;3;Kyle Hewson explained the topic with great comprehension.;2024-05-22;17;11
1646;3;Today Carina Jeffrey continued to be genuinely dedicated.;2024-01-02;130;23
1647;-3;Today Mabel Clyne remained slightly condescending.;2023-12-30;824;92
1648;-2;Today Bonnie McNair-Wilson happened to be exceptionally harsh.;2023-09-18;860;14
1649;-2;Kirstin Jupp remained highly unsupportive.;2024-01-06;566;82
1650;7;A week ago Lilly Wheatley discussed the subject matter.;2024-06-07;436;79
1651;-5;Today Bernard Biggs continued to be notoriously demeaning.;2023-12-17;669;5
1652;-6;Althea Worrall continued to be  negligent.;2024-03-28;113;34
1653;8;Five days ago Christian Gower was highly kind.;2024-04-05;154;0
1654;5;Four days ago Charlotte MacCloud presented the problem.;2024-05-08;365;16
1655;3;Six days ago Francine Palmer-Tomkinson was remarkably generous.;2023-09-25;422;44
1656;1;Two days ago Liza Ainscow expressed outstanding passion.;2024-02-17;978;23
1657;-2;Claudia Marshall happened to be slightly condescending.;2023-09-03;316;87
1658;6;Today Susan Hollingsworth proved to be amazingly kind.;2023-12-07;867;39
1659;8;Eadgifu Devall was wholeheartedly fair.;2024-01-30;696;100
1660;6;Three days ago Cecily Loud demonstrated great mastery.;2024-03-10;352;100
1661;7;Mayola Hitchens answered the question  understanding.;2024-05-04;846;20
1662;-9;Today Sutton Tinsley remained  insensitive.;2024-01-03;658;68
1663;4;Alanna Firestone gave a demonstration of prominent capability of the spell.;2024-04-08;511;105
1664;-3;Today Estelle Clapham arrived late to class.;2024-05-29;847;52
1665;7;Today Lester O'Reilly demonstrated great passion.;2024-01-20;20;7
1666;5;Six days ago Bonnie McNair-Wilson proved to be wonderfully thoughtful.;2023-12-28;860;67
1667;-5;Six days ago Muriel Mitchison continued to be excessively harsh.;2023-09-08;431;109
1668;3;Yesterday Amy Graeme discussed the problem with prominent intuition.;2023-12-10;694;41
1669;-4;Today Jacqui Meale started being  impatient.;2023-10-21;808;95
1670;5;Basil Knott illustrated the subject matter with notable mastery.;2024-05-17;246;48
1671;-6;A week ago Nadia Bostock spoke disrespectfully to a professor.;2023-11-22;2;89
1672;3;Liza Braceful explained the problem with great comprehension.;2023-09-21;652;25
1673;-6;Five days ago Isa Moat was  impatient.;2024-03-04;641;72
1674;-2;Four days ago Greyson Keate sent a cursed note to another student.;2024-04-24;375;72
1675;3;Today Tucker Chapman discussed the spell with outstanding understanding.;2023-12-18;423;79
1676;4;Six days ago Jaime Hayden gave a demonstration of exceptional knowledge.;2023-12-07;244;33
1677;7;Today Patrice Lees explained the problem.;2024-02-19;122;93
1678;-1;Today Wilf Stebbins arrived late to class.;2024-02-16;484;37
1679;-6;Yesterday Betsy Rowlings attempted to enter the Forbidden Forest.;2024-02-25;61;34
1680;2;A week ago Alexandria Grant started being sincerely understanding.;2023-12-16;587;92
1681;-4;Today Skyler Bankes proved to be absurdly unsupportive.;2024-01-05;790;96
1682;3;Julien Heath expressed  awareness.;2024-01-14;360;14
1683;4;Three days ago Joyce Peters showed great understanding of the problem.;2023-12-06;836;72
1684;-1;Two days ago Whitney Goodwine continued to be insanely intolerant.;2024-06-18;35;1
1685;3;Lyndsay Allan remained immensely generous.;2023-09-12;713;44
1686;-6;Romilda Mallinson attempted to enter the Forbidden Forest.;2023-09-05;453;0
1687;1;Today Gabe Lusher discussed the subject matter.;2024-02-26;930;17
1688;-8;Four days ago Hope Vail proved to be exceptionally patronizing.;2024-05-14;81;82
1689;2;Today Frances Nolan answered the question  understanding of the topic.;2023-12-27;951;82
1690;-2;Jill Linnell spoke disrespectfully to a professor.;2024-04-03;299;84
1691;-4;Five days ago Jon Stanford arrived late to class.;2023-09-20;717;99
1692;3;Today Graham Cameron expressed noteworthy comprehension of the concept.;2024-04-16;14;38
1693;-5;Hunter Ramsey used a forbidden spell.;2023-12-01;71;43
1694;2;Jack Whitelaw explained the spell.;2024-04-07;355;23
1695;2;Four days ago Skyler Bankes presented the topic with extraordinary awareness.;2023-11-10;790;45
1696;-2;Today Miranda Wattis proved to be completely unhelpful.;2023-11-02;234;18
1697;5;Mayola Tomkinson proved to be sincerely patient.;2024-03-12;576;78
1698;1;Ivy Stone presented the subject matter.;2023-12-25;379;72
1699;7;Today Maximilian Brannick demonstrated  capability.;2024-02-10;344;82
1700;-4;Avis Wheaton happened to be completely condescending.;2024-02-02;620;11
1701;-3;Today Vernon Greenfield continued to be extremely aggressive.;2024-03-04;172;108
1702;-5;Yesterday Algernon Hewson threw food during mealtime.;2023-10-29;10;28
1703;2;Yesterday Tara Dawber proved to be exceptionally wise.;2024-01-02;975;48
1704;-1;Velma Clutton-Brock was caught in a restricted section without permission.;2024-06-29;111;89
1705;1;Four days ago Clark Merrifield showed appreciable mastery.;2023-12-02;155;43
1706;-4;Five days ago Carina Jeffrey was  manipulative.;2023-09-27;130;27
1707;6;Today Jodie Windsor happened to be genuinely supportive.;2023-11-29;797;95
1708;3;Three days ago Pansy Whitaker continued to be notably tolerant.;2023-09-05;827;77
1709;4;Three days ago Wilhelm Waterfield presented the spell with  awareness.;2024-05-22;623;38
1710;-7;Perry Banks started being very disrespectful.;2024-03-06;147;28
1711;-6;Today Tod Whitesides was caught in a restricted section without permission.;2024-04-12;307;69
1712;3;Noella Tozer expressed  awareness.;2023-12-20;150;101
1713;-7;Six days ago Abby Edwardson caused a cauldron to explode in Potions.;2024-03-06;295;3
1714;-1;A week ago Maximilian Brannick arrived late to class.;2023-10-07;344;12
1715;-2;Victoria Shevelan was very negligent.;2024-05-29;795;79
1716;-6;A week ago Dottie Coates started being horribly dismissive.;2024-05-31;730;96
1717;3;Charles Ponting happened to be sincerely encouraging.;2023-11-23;639;81
1718;-3;Yesterday Abigail Hickman continued to be notoriously unfair.;2023-09-20;25;86
1719;3;Three days ago Bill Clutter gave a demonstration of outstanding understanding of the concept.;2023-09-23;237;36
1720;4;Four days ago Jayson Moore-Bick expressed notable intuition.;2023-10-24;116;24
1721;-2;Yesterday Hero Sadler was utterly manipulative.;2023-12-06;492;47
1722;-9;Jerri Perkins happened to be entirely patronizing.;2023-12-15;950;25
1723;2;Casey Winkles discussed the subject matter with extraordinary comprehension.;2023-10-03;347;51
1724;2;Yesterday Velma Clutton-Brock demonstrated  understanding of the subject matter.;2023-10-23;111;74
1725;1;Francine Palmer-Tomkinson discussed the spell.;2024-05-17;422;61
1726;-5;Three days ago Eve Radcliffe proved to be  dismissive.;2023-11-19;743;40
1727;-4;Today Miriam Monsell used magic in the corridors between classes.;2023-12-31;621;49
1728;6;Five days ago Lindsay Hanchett continued to be thoughtfully tolerant.;2023-11-29;447;2
1729;-5;Yesterday Cindy Trevor-Roper proved to be very negligent.;2024-06-15;748;62
1730;10;Today Carolina Winter presented the topic.;2023-12-10;859;26
1731;-3;Today Humphrey Hool threw food during mealtime.;2023-09-27;735;33
1732;6;Three days ago Drew Maxwell presented the problem with  capability.;2023-09-30;856;104
1733;-3;Yesterday Heath Regan happened to be  inflexible.;2023-11-11;973;92
1734;4;Today Bernard Geddes gave a demonstration of extraordinary passion.;2023-09-06;843;99
1735;-6;Today Davis Catesby sent a cursed note to another student.;2024-04-06;210;70
1736;-1;Today Cody Gilford spoke disrespectfully to a professor.;2024-03-05;267;58
1737;-1;Three days ago Brilliana Newnes happened to be extremely apathetic.;2023-09-03;958;64
1738;-4;Today Ford Jex-Blake continued to be excessively aggressive.;2024-06-24;712;101
1739;-2;Mandy Holden arrived late to class.;2024-01-01;818;48
1740;-1;Hartland Hargrove spoke disrespectfully to a professor.;2024-06-15;389;109
1741;-1;Four days ago Karly Merriman used magic in the corridors between classes.;2024-01-29;421;31
1742;-7;Four days ago Mia Pulleine continued to be  manipulative.;2023-11-15;18;19
1743;1;Two days ago Merle Welch gave a demonstration of  awareness of the problem.;2023-12-21;663;23
1744;1;Today Phoebe Lamp discussed the concept with appreciable capability.;2023-12-19;719;54
1745;-6;A week ago Maynard Edmondson failed to complete homework assignment.;2023-10-30;746;102
1746;4;Four days ago Landon Pickavance explained the concept with notable skills.;2023-12-24;793;84
1747;3;Yesterday Lanny Albin presented the spell with exceptional awareness.;2024-05-24;872;50
1748;3;Today Adelaide Watling happened to be sincerely nurturing.;2023-10-28;530;18
1749;-7;Four days ago Vera Linnell happened to be  impatient.;2023-10-04;885;14
1750;2;A week ago Elaine Blind started being immensely inspiring.;2023-09-28;424;97
1751;11;Today Bo Burke showed  passion.;2024-06-23;159;98
1752;-3;Bardil Adcock happened to be highly unfair.;2023-09-18;451;95
1753;6;Yesterday Miriam Greenwood expressed great capability of the topic.;2024-06-06;256;44
1754;-7;Three days ago Marmaduke Haslem failed to complete homework assignment.;2023-10-17;449;97
1755;-12;Four days ago Charlyne Greensmith proved to be  arrogant.;2023-11-12;418;86
1756;1;Six days ago Deb Cheatley proved to be tremendously nurturing.;2024-04-28;582;28
1757;2;Today Janelle Walsh demonstrated extraordinary intuition of the spell.;2023-12-23;289;7
1758;10;Yesterday Jon Lane was outstandingly thoughtful.;2024-05-04;72;38
1759;-6;Two days ago Lauryn Beacham failed to complete homework assignment.;2023-10-05;486;44
1760;1;Today Adelaide Watling continued to be tremendously considerate.;2024-06-26;530;48
1761;5;Two days ago Cheryl Todd gave a demonstration of  knowledge of the subject.;2024-03-23;381;105
1762;-4;Today Romilda Nuttall threw food during mealtime.;2023-09-11;875;65
1763;-2;A week ago Zelda Fletcher started being insanely patronizing.;2024-03-10;223;66
1764;-6;Karyn Mott used a forbidden spell.;2023-09-04;710;92
1765;12;Today Tod Whitesides explained the subject.;2024-05-20;307;109
1766;-2;Zayden Jacobson proved to be overly harsh.;2023-11-29;30;90
1767;-4;Today Dana Hawkins was exceptionally inconsiderate.;2024-06-05;138;97
1768;-1;Brenda Runcie was  hostile.;2023-09-11;635;43
1769;-2;Today Louis Spenceley was  hostile.;2023-11-12;838;101
1770;3;Four days ago Willow Cortright continued to be genuinely respectful.;2024-01-01;401;4
1771;-5;Three days ago Janie Adderley proved to be insanely strict.;2024-05-17;450;99
1772;-4;Jonni Miller remained exceptionally critical.;2023-11-03;918;65
1773;-2;Today Wilber Paige caused a cauldron to explode in Potions.;2023-10-05;108;27
1774;-8;Duncan Dickins remained notoriously unsupportive.;2023-10-07;495;20
1775;3;Three days ago Imelda Golds expressed prominent passion of the subject matter.;2023-12-25;164;83
1776;5;Yesterday Dustin Cotton presented the subject with prominent passion.;2023-09-23;839;94
1777;-1;Five days ago Candy Heaver caused a cauldron to explode in Potions.;2024-06-26;939;96
1778;11;Three days ago Melina Davison answered the question noteworthy comprehension.;2024-05-15;196;77
1779;-6;A week ago Jarrod Longrigg attempted to enter the Forbidden Forest.;2023-12-19;933;23
1780;3;Five days ago Gail Gilford expressed appreciable understanding.;2023-11-20;281;52
1781;3;Babette Whitehead discussed the spell.;2023-10-21;221;57
1782;3;Rembrandt Clitheroe remained hugely nurturing.;2023-12-23;292;109
1783;-2;Morty Rees-Mogg skipped class without permission.;2023-11-21;633;43
1784;-4;Brilliana Hope-Johnstone was found wandering after curfew.;2023-10-30;183;36
1785;-7;Sutton Tinsley proved to be wildly unfair.;2023-12-21;658;30
1786;3;Five days ago Shawn Twyman presented the problem with exceptional awareness.;2023-12-14;211;41
1787;-5;Today Dora Burke was found wandering after curfew.;2024-04-18;705;104
1788;-2;Caroline Hills happened to be slightly impatient.;2023-09-20;683;3
1789;2;Today Emerald Gardiner explained the subject matter with exceptional intuition.;2023-10-31;21;46
1790;-3;Jackie Toogood attempted to enter the Forbidden Forest.;2023-11-09;341;61
1791;-1;Today Nevaeh Coppock remained ridiculously rude.;2024-01-29;881;76
1792;-4;Six days ago Alexandria Grant proved to be surprisingly critical.;2024-05-10;587;28
1793;-4;Today Landon Pickavance arrived late to class.;2024-01-04;793;36
1794;4;Gia Myrick continued to be hugely patient.;2024-05-19;55;67
1795;7;Arda Devlin started being wholeheartedly empathetic.;2024-03-21;358;79
1796;4;Today Persis Heard discussed the concept.;2024-03-28;575;53
1797;4;Four days ago Karyn Hayman continued to be especially helpful.;2024-01-08;600;41
1798;-1;Two days ago Jayson Moore-Bick proved to be surprisingly unhelpful.;2024-05-22;116;29
1799;3;Today Duncan Dickins remained amazingly compassionate.;2024-02-04;495;41
1800;-3;Six days ago Penny Minter was caught in a restricted section without permission.;2023-11-17;184;3
1801;-6;Gunner Greengard attempted to enter the Forbidden Forest.;2023-12-08;263;98
1802;3;Today Riley Peyton continued to be wholeheartedly thoughtful.;2024-04-03;601;42
1803;-4;Tyler Robb attempted to enter the Forbidden Forest.;2024-03-17;152;103
1804;5;Four days ago Ritchie Windley discussed the subject with prominent knowledge.;2023-09-10;554;45
1805;5;Six days ago Marina Swinton continued to be especially empathetic.;2024-01-05;571;38
1806;-2;Althea Worrall arrived late to class.;2023-09-16;113;94
1807;7;A week ago Jeanie Glanton illustrated the topic.;2024-04-20;995;48
1808;-4;Five days ago Alec Tinniswood disrupted class with inappropriate joke.;2023-12-06;220;110
1809;5;Today Ronald Aarons discussed the subject with  understanding.;2023-09-02;489;37
1810;4;Today Madison Hobson remained tremendously nurturing.;2024-05-06;653;23
1811;1;Six days ago Arlo Sharland expressed great passion.;2024-05-20;626;105
1812;-4;Cindy Keach was remarkably hostile.;2023-09-20;488;49
1813;1;Three days ago Arliss Jack demonstrated  comprehension.;2024-03-05;36;48
1814;3;Today Lotty Smedley-Aston continued to be especially compassionate.;2023-09-11;84;100
1815;10;Today Diana Groome happened to be hugely inspiring.;2023-11-09;687;22
1816;-1;Laurie Ellis spoke disrespectfully to a professor.;2024-03-12;767;6
1817;5;Today Kane Lane Fox continued to be wonderfully respectful.;2024-02-10;47;92
1818;2;Six days ago Micah Armstead showed appreciable skills.;2023-10-30;563;21
1819;-2;Today Nathalie Stetson sent a cursed note to another student.;2024-04-04;868;86
1820;-2;A week ago Addison Hickley continued to be slightly unhelpful.;2023-12-28;393;104
1821;-2;Mabel Clyne started being exceptionally critical.;2023-10-18;824;56
1822;-1;Yesterday Blair Parks released a Dungbomb in the Great Hall.;2024-05-29;205;72
1823;-3;Four days ago Miriam Greenwood remained highly demeaning.;2024-06-23;256;53
1824;9;Five days ago Lizzie French expressed noteworthy intuition.;2024-06-18;403;90
1825;-1;Conor Weaving happened to be incredibly manipulative.;2024-01-02;34;17
1826;-15;Six days ago Velma Clutton-Brock started being totally negligent.;2024-02-17;111;107
1827;-3;Rembrandt Clitheroe disrupted class with inappropriate joke.;2023-09-12;292;84
1828;6;Gail Gilford happened to be exceptionally caring.;2023-09-10;281;32
1829;-3;Three days ago Lyndsay Allan was found wandering after curfew.;2023-11-27;713;13
1830;-2;Today Marcie Oatway threw food during mealtime.;2023-12-15;848;78
1831;1;Gunner Pye explained the concept with noteworthy skills.;2023-12-31;937;24
1832;9;Yesterday Carroll Sparks answered the question great awareness.;2024-01-09;478;98
1833;4;Kathryn Hynds remained profoundly respectful.;2024-04-14;680;26
1834;-1;Four days ago Charle Poland was absurdly unsupportive.;2024-04-30;822;108
1835;-4;Yesterday Janee Eakins started being utterly cold.;2024-03-27;271;47
1836;3;Flynn Gibbs continued to be profoundly approachable.;2024-03-07;287;37
1837;-8;Four days ago Darby Hurley happened to be slightly intolerant.;2024-05-25;270;84
1838;3;Today Stevie Hatton answered the question noteworthy mastery.;2024-02-22;553;97
1839;-3;Faith Bratt remained unbelievably disrespectful.;2023-12-27;97;60
1840;2;A week ago Damian Blakley presented the subject.;2024-05-19;812;25
1841;-1;Cedric McAuley started being exceptionally unhelpful.;2024-06-18;655;69
1842;9;Mila Gill remained outstandingly tolerant.;2023-11-29;410;78
1843;1;Giovanni Romney continued to be wonderfully friendly.;2023-10-22;319;49
1844;1;Edna Belcher illustrated the subject matter with  understanding.;2024-05-19;656;65
1845;6;A week ago Willard Jack showed  comprehension of the subject matter.;2024-02-10;914;6
1846;3;Six days ago Emerald Gardiner gave a demonstration of prominent passion of the concept.;2024-03-14;21;64
1847;-1;A week ago Elliot Skilling happened to be very insensitive.;2024-01-31;106;25
1848;4;Sidney Street happened to be amazingly supportive.;2024-06-03;884;74
1849;3;Liza Braceful was very approachable.;2023-12-31;652;3
1850;-1;Ashton Warnock continued to be remarkably unfair.;2024-02-09;491;92
1851;-7;Gwendoline Ritchie was extremely impatient.;2024-06-22;966;8
1852;4;Montgomery Almond discussed the problem.;2024-06-06;175;80
1853;-3;Today Ramona Henley proved to be  patronizing.;2024-05-25;527;7
1854;-3;Hester Blakemore started being notoriously hostile.;2023-12-06;874;107
1855;-3;Yesterday Laidman Bryan attempted to enter the Forbidden Forest.;2024-01-01;232;57
1856;7;Today Antonia Bailie showed appreciable intuition of the concept.;2023-09-07;340;42
1857;5;Four days ago Lorena Blind continued to be amazingly uplifting.;2024-04-18;39;63
1858;2;Two days ago Nathalie Stetson discussed the spell.;2023-11-19;868;80
1859;4;Today Hero Sadler gave a demonstration of notable comprehension.;2023-11-02;492;98
1860;-11;Today Cassandra Cross was caught running in the corridors.;2024-06-17;131;35
1861;3;Four days ago Jarrod Longrigg gave a demonstration of  awareness of the subject matter.;2023-12-06;933;51
1862;3;Persis Heard illustrated the topic with extraordinary understanding.;2023-11-03;575;94
1863;6;Three days ago Paige Egginton illustrated the subject with  awareness.;2024-04-24;174;37
1864;1;Five days ago Willy Curren proved to be truly tolerant.;2024-06-28;581;59
1865;2;Landon Stafford explained the topic.;2024-02-18;611;45
1866;-1;Four days ago Lori Blalock happened to be notoriously apathetic.;2023-11-12;960;13
1867;-1;Today Wilhelm Waterfield attempted to enter the Forbidden Forest.;2023-11-19;623;78
1868;1;Today Glynis Pontifex started being extraordinarily wise.;2023-11-08;934;27
1869;9;Zoe Lyon was genuinely respectful.;2024-04-19;897;78
1870;-3;Today Flynn Gibbs happened to be slightly unhelpful.;2023-09-23;287;83
1871;2;Three days ago Christabel Wilkes illustrated the subject with notable awareness.;2023-09-10;382;4
1872;10;Siouxsie Gedye continued to be genuinely fair.;2024-03-23;840;36
1873;1;Six days ago Valda Newdigate discussed the topic with prominent awareness.;2023-09-30;667;101
1874;10;Today Alicia Lord was tremendously nurturing.;2023-12-16;474;90
